 0.000366 -0.000117
-0.002689  0.001229
 0.016147  0.001362
-0.000552 -0.007527
-0.040970 -0.049120
 0.360375  0.515657
 0.396149  0.565792
 0.408606  0.601450
 0.420840  0.589934
 0.355882  0.523031
 0.462084  0.684257
-0.418120 -0.594136
 0.393528  0.583175
-0.410971 -0.593046
 0.395808  0.588520
-0.381009 -0.598983
 0.400685  0.593694
 0.380674  0.576046
-0.391809 -0.592664
-0.414048 -0.549586
 0.396720  0.565108
 0.376122  0.598897
-0.404708 -0.591234
 0.381189  0.584047
 0.391411  0.579712
 0.434961  0.575785
-0.389878 -0.582497
 0.379968  0.580828
 0.407078  0.617101
-0.383316 -0.583606
 0.400158  0.583858
-0.384343 -0.606220
-0.401303 -0.577197
 0.381260  0.579750
-0.399446 -0.566876
-0.377521 -0.581785
-0.403468 -0.597668
 0.384586  0.592189
 0.394924  0.582868
 0.390589  0.563513
 0.412829  0.617105
 0.391188  0.596058
 0.429931  0.599579
-0.427449 -0.610626
 0.388824  0.608931
-0.409306 -0.629765
 0.402683  0.567568
-0.398022 -0.607715
 0.408937  0.600414
 0.381141  0.583517
-0.388964 -0.600596
-0.408106 -0.577591
 0.407636  0.554009
 0.416842  0.576668
-0.394230 -0.579407
 0.427155  0.562945
 0.390325  0.566198
 0.409807  0.576318
-0.388499 -0.568079
 0.398245  0.575106
 0.392802  0.603709
-0.394641 -0.597990
 0.414307  0.552855
-0.411790 -0.583971
-0.379968 -0.563795
 0.415439  0.603951
-0.382316 -0.571636
-0.414273 -0.518697
-0.391468 -0.591709
-0.603447  0.398296
 0.579408 -0.398972
-0.547111  0.402992
-0.592269  0.399246
-0.405247 -0.603331
-0.396611 -0.593073
-0.551693  0.423470
-0.559581  0.438095
-0.435838 -0.577206
 0.596432 -0.390313
-0.384526 -0.600803
 0.419708  0.583707
-0.427733 -0.593212
 0.453164  0.592499
-0.605615  0.416999
 0.568354 -0.417663
-0.582209  0.405984
 0.591771 -0.405960
-0.618157  0.434405
-0.396311 -0.587104
 0.564643 -0.407983
 0.409883  0.551475
-0.587217  0.462566
 0.584165 -0.405840
 0.581843 -0.439235
 0.614015 -0.410357
-0.624903  0.417192
-0.424540 -0.568356
-0.430501 -0.582324
 0.438567  0.564495
-0.593199  0.396790
-0.592148  0.426330
 0.586080 -0.399407
 0.418061  0.573117
 0.564554 -0.438225
-0.411064 -0.569475
