 0.090079  0.013143
 0.113294  0.047430
 0.206222 -0.050400
-0.179965 -0.080125
 0.164297  0.155052
-0.105404  0.030294
-0.040603  0.187077
 0.041675  0.206080
 0.064818 -0.014265
 0.001770 -0.155887
 0.074909 -0.159176
-0.053284 -0.129519
-0.164740 -0.118111
 0.004022 -0.074191
-0.096568 -0.220066
-0.122446 -0.113914
-0.175503 -0.084090
-0.048312  0.123123
 0.129340  0.154985
 0.273606  0.355736
 0.340745  0.593763
 0.434258  0.783951
 0.714025  0.915151
 0.869170  0.982927
 0.960615  1.369666
 0.831429  1.326897
 0.866686  1.235226
 0.850197  1.307565
 1.025235  1.150622
 0.629183  1.205033
 0.777011  1.001617
 0.734875  1.132484
 0.930235  1.057471
 0.797624  1.163695
 0.711628  1.161031
 0.841701  1.040481
 0.760244  1.268101
 0.810894  1.230000
 0.851834  1.268345
 0.768487  1.216426
 0.874205  1.225752
 0.850392  1.191965
 0.868216  1.140800
 0.798180  1.225069
 0.822605  1.167041
 0.910197  1.149536
 0.722052  1.228297
 0.773061  1.099270
 0.930014  1.152712
 0.947059  1.195632
 0.817775  1.224548
 0.726657  1.165488
 0.703508  1.109753
 0.808411  1.051075
 0.776342  1.190561
 0.607069  1.148103
 0.702580  0.855228
 0.576487  0.933894
 0.905266  1.137877
 0.953390  1.174506
 0.756666  1.245953
 0.888979  1.466748
 1.085796  1.459712
 1.022706  1.614925
 0.886462  1.409071
 0.814450  1.230474
 0.658332  0.928314
 0.297268  0.294645
-0.166624 -0.208027
-0.613352 -0.833786
-0.996208 -1.069198
-0.960696 -1.545951
-1.058693 -1.425026
-1.162005 -1.535503
-0.665711 -1.252210
-0.427997 -0.776440
-0.119202 -0.131758
 0.390749  0.720716
 0.776526  1.150145
 1.095524  1.635253
 1.280755  1.658742
 0.965841  1.493352
 0.621644  1.127241
 0.378475  0.580371
 0.031644 -0.075420
-0.580352 -0.622027
-0.632397 -0.981636
-0.959876 -1.544208
-1.271667 -1.642867
-1.060798 -1.604123
-0.838022 -1.228427
-0.525866 -0.563390
 0.117344 -0.069419
 0.456910  0.617263
 0.727003  1.251704
 1.124276  1.495215
 1.138288  1.785208
 0.920928  1.461769
 0.644259  1.063674
 0.500279  0.707755
 0.138524  0.063424
-0.384607 -0.636082
-0.754362 -1.330485
-0.859700 -1.431072
-1.063964 -1.580466
-0.995629 -1.504281
-0.872164 -1.205955
-0.400023 -0.711205
-0.015236 -0.166312
 0.205154  0.363828
 0.478038  0.787244
 0.711146  1.189480
 0.972916  1.308990
 0.946149  1.478310
 1.063227  1.454631
 1.042767  1.480139
 0.990645  1.597860
 1.184095  1.484466
 0.842890  1.449902
 0.845759  1.370884
 0.814235  1.291056
 0.633057  1.147630
 0.573505  0.610912
 0.186669  0.416680
 0.025007 -0.119347
-0.131197 -0.195380
-0.543018 -0.975755
-0.671947 -1.049569
-0.775586 -1.234310
-1.019482 -1.423534
-1.043497 -1.539837
-1.139865 -1.584867
-1.076586 -1.266518
-1.078639 -1.555662
-0.854199 -1.492781
-0.955266 -1.230684
-0.881600 -1.187056
-0.837894 -1.062166
-0.533197 -0.566095
-0.337606 -0.177072
-0.026799 -0.034551
 0.354825  0.308547
 0.587356  0.587905
 0.630069  0.983396
 0.922879  1.369163
 0.806708  1.415777
 1.101246  1.397644
 1.055695  1.478117
 1.046708  1.567039
 1.127662  1.634393
 0.904620  1.485716
 0.902972  1.466616
 0.814106  1.363755
 0.813107  1.105942
 0.425986  0.803664
 0.073079  0.268274
-0.065977 -0.208348
-0.583750 -0.606008
-0.760911 -1.146141
-1.040898 -1.416541
-0.973121 -1.468071
-0.845289 -1.361532
-0.749321 -1.190077
-0.461396 -0.645917
-0.282112 -0.238345
 0.244198  0.313469
 0.444371  0.775206
 0.873692  1.084313
 1.008436  1.525324
 1.032136  1.607028
 0.838880  1.512659
 1.046616  1.500921
 0.830268  1.351244
 0.784107  1.161350
